session_pitch,time,rear_ankle_angle_x,rear_ankle_angle_y,rear_ankle_angle_z,elbow_angle_x,elbow_angle_y,elbow_angle_z,rear_hip_angle_x,rear_hip_angle_y,rear_hip_angle_z,rear_knee_angle_x,rear_knee_angle_y,rear_knee_angle_z,shoulder_angle_x,shoulder_angle_y,shoulder_angle_z,wrist_angle_x,wrist_angle_y,wrist_angle_z,pelvis_angle_x,pelvis_angle_y,pelvis_angle_z,lead_ankle_angle_x,lead_ankle_angle_y,lead_ankle_angle_z,glove_elbow_angle_x,glove_elbow_angle_y,glove_elbow_angle_z,lead_hip_angle_x,lead_hip_angle_y,lead_hip_angle_z,lead_knee_angle_x,lead_knee_angle_y,lead_knee_angle_z,glove_shoulder_angle_x,glove_shoulder_angle_y,glove_shoulder_angle_z,glove_wrist_angle_x,glove_wrist_angle_y,glove_wrist_angle_z,torso_angle_x,torso_angle_y,torso_angle_z,torso_pelvis_angle_x,torso_pelvis_angle_y,torso_pelvis_angle_z,pkh_time,fp_10_time,fp_100_time,MER_time,BR_time,MIR_time
1097_1,0.85,60.5128,43.8432,21.6905,123.0312,0,19.9613,13.9166,27.3413,-8.392,33.3857,0,0,47.7605,94.3778,29.7149,27.1731,-15.6667,0,11.3665,-0.0521,37.8815,87.1373,19.9009,-24.4271,79.6784,0,-28.9782,-61.0409,33.7869,47.7092,49.3077,0,0,52.9758,78.2732,-32.9136,-16.2924,-14.9494,0,-11.1955,1.277,4.0615,20.0035,7.3005,33.1477,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.8528,59.1403,43.4776,22.0827,122.7387,0,19.0024,14.7422,26.1779,-6.9557,33.2982,0,0,47.8832,94.1761,32.4105,28.6286,-14.6261,0,11.7944,0.0408,39.8751,87.4586,19.4215,-24.7546,81.1385,0,-29.5434,-62.33,32.617,46.9261,49.7886,0,0,53.3596,77.7479,-32.811,-16.9729,-15.0231,0,-11.9364,2.2192,5.8996,20.5223,8.4082,33.1148,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.8556,57.8828,42.9638,22.4576,122.3883,0,18.1032,15.4594,24.9881,-5.5258,33.2704,0,0,48.0211,93.9405,35.0779,30.0749,-13.5292,0,12.2719,0.1043,41.9187,87.671,18.9821,-24.9957,82.5997,0,-30.0823,-63.6303,31.3426,46.1109,50.2149,0,0,53.6732,77.1973,-32.7064,-17.6391,-15.0865,0,-12.6395,3.2189,7.8027,21.0313,9.5675,33.045,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.8583,56.7595,42.2804,22.7921,121.9886,0,17.2645,16.0665,23.7765,-4.1011,33.3095,0,0,48.1719,93.6645,37.7083,31.5012,-12.3802,0,12.798,0.136,44.0117,87.7592,18.5779,-25.1568,84.0585,0,-30.5922,-64.9369,29.9615,45.2649,50.579,0,0,53.9129,76.6215,-32.6013,-18.2875,-15.1441,0,-13.2996,4.2772,9.7703,21.5261,10.7786,32.9398,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.8611,55.7859,41.4086,23.0643,121.5476,0,16.486,16.5628,22.5477,-2.6809,33.4208,0,0,48.3316,93.3428,40.2942,32.8973,-11.1866,0,13.37,0.1339,46.1529,87.7175,18.2064,-25.247,85.5108,0,-31.0702,-66.2441,28.4728,44.39,50.8743,0,0,54.0749,76.0204,-32.4975,-18.9121,-15.2019,0,-13.9111,5.3946,11.8016,22.0009,12.0411,32.8011,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.8639,54.9729,40.3341,23.2558,121.0729,0,15.7665,16.9494,21.3063,-1.2654,33.6072,0,0,48.4945,92.9715,42.8296,34.2535,-9.9596,0,13.9846,0.0959,48.3407,87.5497,17.8671,-25.2765,86.9528,0,-31.5131,-67.5447,26.8766,43.4891,51.0958,0,0,54.1557,75.3939,-32.3971,-19.5048,-15.2667,0,-14.4687,6.571,13.8956,22.449,13.3543,32.6318,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.8667,54.3257,39.0492,23.3527,120.5716,0,15.1042,17.2287,20.0562,0.1435,33.869,0,0,48.6527,92.5488,45.3113,35.5618,-8.7139,0,14.6372,0.0207,50.5726,87.2666,17.5605,-25.2555,88.3804,0,-31.9177,-68.8307,25.1746,42.5653,51.24,0,0,54.1515,74.7417,-32.3019,-20.0555,-15.3459,0,-14.9671,7.8058,16.0509,22.8623,14.7164,32.4356,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.8694,53.8436,37.5534,23.3477,120.0503,0,14.4979,17.4046,18.8002,1.5426,34.2038,0,0,48.7967,92.0746,47.7388,36.8159,-7.4677,0,15.3223,-0.0925,52.8458,86.8842,17.2876,-25.1928,89.7896,0,-32.2813,-70.0935,23.3701,41.6214,51.3049,0,0,54.0588,74.063,-32.2136,-20.5528,-15.4469,0,-15.4008,9.0973,18.2659,23.232,16.1245,32.2172,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.8722,53.5198,35.8549,23.2404,119.5155,0,13.9469,17.4821,17.5403,2.9266,34.6061,0,0,48.9151,91.5512,50.1152,38.0114,-6.2421,0,16.0336,-0.244,55.157,86.4219,17.049,-25.0954,91.1766,0,-32.6017,-71.324,21.4679,40.6601,51.2898,0,0,53.8738,73.3568,-32.1332,-20.9848,-15.576,0,-15.7647,10.4429,20.5393,23.548,17.5744,31.9825,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.875,53.3418,33.9701,23.0381,118.9733,0,13.452,17.4673,16.2768,4.2886,35.0678,0,0,48.9953,90.9833,52.4473,39.1467,-5.06,0,16.7643,-0.4329,57.5026,85.9,16.8443,-24.9676,92.5379,0,-32.8778,-72.5131,19.4744,39.6834,51.1954,0,0,53.5928,72.6213,-32.0606,-21.3401,-15.7384,0,-16.0531,11.8388,22.8696,23.8001,19.06,31.738,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.8778,53.2927,31.9236,22.7547,118.4298,0,13.0154,17.3672,15.0088,5.6203,35.5783,0,0,49.0236,90.3774,54.7463,40.223,-3.9453,0,17.5074,-0.6577,59.879,85.338,16.6714,-24.8117,93.8702,0,-33.1097,-73.6521,17.3977,38.6926,51.0234,0,0,53.2118,71.8546,-31.9944,-21.609,-15.9373,0,-16.2604,13.2803,25.2558,23.9773,20.5736,31.4912,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.8806,53.3518,29.7467,22.4104,117.891,0,12.6415,17.1889,13.7341,6.912,36.1247,0,0,48.9861,89.7417,57.027,41.2442,-2.9214,0,18.2559,-0.9159,62.2823,84.7534,16.527,-24.6282,95.1705,0,-33.2989,-74.7328,15.2471,37.6878,50.7769,0,0,52.7267,71.0538,-31.9317,-21.7842,-16.1734,0,-16.3806,14.7613,27.6977,24.0692,22.1055,31.2503,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.8833,53.4971,27.476,22.0294,117.3628,0,12.3364,16.9398,12.4494,8.1537,36.6924,0,0,48.8689,89.0858,59.3077,42.2174,-2.0096,0,19.0028,-1.2041,64.7091,84.1605,16.4057,-24.4161,96.4364,0,-33.4485,-75.7482,13.033,36.6684,50.4594,0,0,52.1336,70.2157,-31.8681,-21.8623,-16.4447,0,-16.4077,16.2744,30.1956,24.0657,23.6444,31.0233,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.8861,53.706,25.1514,21.6386,116.8508,0,12.1079,16.6271,11.1504,9.3353,37.2658,0,0,48.6593,88.4202,61.6095,43.153,-1.2279,0,19.742,-1.5183,67.1558,83.5698,16.3009,-24.1743,97.6654,0,-33.5629,-76.6921,10.7671,35.6329,50.0753,0,0,51.4282,69.3368,-31.7975,-21.8442,-16.7463,0,-16.3349,17.8112,32.7509,23.9579,25.177,30.8186,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.8889,53.9573,22.8135,21.2647,116.3599,0,11.965,16.2573,9.8328,10.4473,37.8286,0,0,48.3459,87.7559,63.9553,44.0639,-0.5895,0,20.4679,-1.8535,69.6196,82.9883,16.2049,-23.9018,98.8555,0,-33.6483,-77.56,8.4615,34.579,49.6297,0,0,50.6068,68.413,-31.7126,-21.7356,-17.0705,0,-16.1556,19.362,35.366,23.7383,26.6887,30.6434,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.8917,54.232,20.5019,20.9326,115.8939,0,11.9169,15.8362,8.4918,11.4818,38.3644,0,0,47.9202,87.1035,66.368,44.9659,-0.1018,0,21.176,-2.2043,72.0975,82.4194,16.1091,-23.5985,100.0046,0,-33.7116,-78.3483,6.1289,33.5037,49.1276,0,0,49.6658,67.4404,-31.6047,-21.5471,-17.4075,0,-15.8628,20.9162,38.0444,23.4016,28.1638,30.5042,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.8944,54.5146,18.2529,20.6631,115.4554,0,11.9721,15.3684,7.1232,12.4327,38.8574,0,0,47.3762,86.4732,68.8696,45.8763,0.2346,0,21.863,-2.5647,74.5871,81.8636,16.0051,-23.2659,101.1111,0,-33.7609,-79.0551,3.7821,32.4036,48.5748,0,0,48.6024,66.415,-31.4645,-21.2936,-17.7451,0,-15.4494,22.4624,40.7903,22.9446,29.586,30.4056,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.8972,54.7928,16.0975,20.4713,115.045,0,12.1371,14.8575,5.7235,13.2959,39.2929,0,0,46.7117,85.8743,71.4791,46.8135,0.4258,0,22.5266,-2.9287,77.0863,81.3192,15.8848,-22.9072,102.1731,0,-33.8043,-79.6796,1.4339,31.2749,47.977,0,0,47.4143,65.3329,-31.2824,-20.9939,-18.0704,0,-14.9086,23.9886,43.609,22.3672,30.9386,30.3503,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9,55.0581,14.0605,20.3654,114.6614,0,12.4151,14.3061,4.2904,14.0703,39.6579,0,0,45.9281,85.3149,74.2113,47.7955,0.4844,0,23.1658,-3.2898,79.5928,80.7832,15.7412,-22.5272,103.1889,0,-33.8502,-80.222,-0.9031,30.1138,47.3398,0,0,46.1004,64.1911,-31.0486,-20.6691,-18.3696,0,-14.2341,25.4823,46.506,21.672,32.2056,30.3388,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9028,55.3048,12.1595,20.3463,114.301,0,12.8045,13.7154,2.8228,14.7571,39.9411,0,0,45.0307,84.8019,77.0752,48.8384,0.4288,0,23.7808,-3.6421,82.1045,80.252,15.5684,-22.1326,104.1568,0,-33.9062,-80.6836,-3.2167,28.9165,46.6691,0,0,44.6606,62.987,-30.7539,-20.3415,-18.6295,0,-13.4203,26.9311,49.4868,20.8647,33.3718,30.3689,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9056,55.5296,10.4044,20.4076,113.9585,0,13.2976,13.086,1.3214,15.3599,40.1338,0,0,44.0283,84.3409,80.0737,49.9552,0.2819,0,24.3729,-3.9796,84.619,79.722,15.3621,-21.7309,105.0751,0,-33.9791,-81.0664,-5.4955,27.6794,45.9703,0,0,43.0954,61.7187,-30.3896,-20.0331,-18.8379,0,-12.4631,28.3225,52.5564,19.954,34.4238,30.4357,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9083,55.7309,8.7977,20.5363,113.6266,0,13.8804,12.4175,-0.2115,15.8841,40.2296,0,0,42.9327,83.9364,83.2023,51.1534,0.0688,0,24.9441,-4.2972,87.1336,79.1903,15.1199,-21.3304,105.9421,0,-34.0743,-81.3729,-7.7287,26.3992,45.2488,0,0,41.4064,60.3854,-29.9476,-19.7638,-18.9846,0,-11.3597,29.6447,55.7188,18.9514,35.3501,30.5321,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9111,55.9073,7.3355,20.714,113.2974,0,14.5314,11.7093,-1.7717,16.3365,40.2249,0,0,41.7581,83.5921,86.4502,52.434,-0.1847,0,25.4973,-4.5904,89.6448,78.6551,14.8411,-20.9394,106.7563,0,-34.196,-81.6061,-9.9064,25.0736,44.5096,0,0,39.5955,58.9875,-29.4205,-19.5505,-19.0618,0,-10.1096,30.8862,58.9761,17.8708,36.1421,30.6485,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9139,56.0578,6.0078,20.9185,112.9629,0,15.2223,10.9602,-3.3533,16.7246,40.119,0,0,40.52,83.3111,89.8009,53.7903,-0.4546,0,26.0359,-4.8559,92.1486,78.1154,14.5267,-20.5657,107.516,0,-34.3464,-81.7692,-12.0197,23.7007,43.7573,0,0,37.6645,57.5262,-28.8007,-19.4054,-19.0642,0,-8.7145,32.0364,62.3285,16.7282,36.794,30.7735,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9167,56.1808,4.8003,21.1253,112.6156,0,15.9188,10.1693,-4.9489,17.0557,39.914,0,0,39.2343,83.0958,93.2335,55.2073,-0.7203,0,26.5636,-5.0914,94.6401,77.5718,14.1792,-20.2159,108.22,0,-34.5264,-81.8658,-14.0608,22.28,42.996,0,0,35.6142,56.004,-28.0803,-19.3361,-18.9898,0,-7.1792,33.0857,65.773,15.5415,37.3032,30.8943,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9194,56.2741,3.6959,21.3101,112.2501,0,16.5827,9.3356,-6.5492,17.3359,39.6149,0,0,37.916,82.9488,96.7252,56.6615,-0.9667,0,27.0843,-5.2959,97.1132,77.0256,13.8023,-19.8949,108.8671,0,-34.7353,-81.9,-16.0229,20.8123,42.2294,0,0,33.4444,54.4248,-27.2502,-19.3447,-18.8393,0,-5.5109,34.0254,69.3038,14.3292,37.6705,30.9975,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9222,56.3354,2.6756,21.4497,111.8632,0,17.1735,8.4585,-8.1442,17.5698,39.2295,0,0,36.5781,82.8724,100.2534,58.1222,-1.1849,0,27.6018,-5.4701,99.5611,76.4788,13.4009,-19.6061,109.4562,0,-34.9715,-81.8761,-17.9003,19.2999,41.4605,0,0,31.1526,52.7936,-26.2995,-19.4284,-18.6161,0,-3.7202,34.848,72.9114,13.1106,37.8999,31.0692,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.925,56.3623,1.7208,21.5243,111.4539,0,17.652,7.5374,-9.7223,17.7598,38.7679,0,0,35.2309,82.8688,103.7985,59.5534,-1.3726,0,28.12,-5.6156,101.9757,75.9342,12.9803,-19.3506,109.9865,0,-35.2323,-81.7991,-19.6886,17.747,40.6917,0,0,28.7334,51.1168,-25.2146,-19.5803,-18.3258,0,-1.8203,35.5472,76.583,11.9048,37.9983,31.0963,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9278,56.3533,0.814,21.5184,111.0238,0,17.9835,6.5723,-11.2718,17.9057,38.2428,0,0,33.8811,82.9397,107.3456,60.9161,-1.5335,0,28.6425,-5.7359,104.3482,75.3944,12.5464,-19.1278,110.4578,0,-35.5146,-81.6748,-21.3842,16.1597,39.9248,0,0,26.1787,49.4021,-23.9791,-19.79,-17.9756,0,0.173,36.1179,80.3025,10.7301,37.9755,31.0665,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9306,56.3086,-0.0599,21.4213,110.5753,0,18.1409,5.5633,-12.7801,18.0045,37.6686,0,0,32.5322,83.086,110.887,62.1724,-1.6756,0,29.173,-5.8356,106.6691,74.8622,12.1048,-18.9352,110.8698,0,-35.8152,-81.5098,-22.9849,14.5461,39.1612,0,0,23.4773,47.659,-22.5731,-20.0452,-17.5738,0,2.2416,36.5562,84.0509,9.6037,37.8432,30.9695,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9333,56.2304,-0.9122,21.2283,110.1102,0,18.1078,4.5104,-14.2349,18.0511,37.0612,0,0,31.1839,83.3076,114.4224,63.2882,-1.8099,0,29.7147,-5.9201,108.9284,74.3396,11.661,-18.7689,111.2229,0,-36.1314,-81.3118,-24.4894,12.9164,38.4015,0,0,20.615,45.8985,-20.974,-20.3331,-17.1291,0,4.366,36.8595,87.8064,8.5407,37.6149,30.7968,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9361,56.1236,-1.7507,20.94,109.627,0,17.881,3.4141,-15.6241,18.0382,36.4373,0,0,29.8336,83.602,117.9585,64.2377,-1.947,0,30.2707,-5.9961,111.1159,73.8284,11.2198,-18.6239,111.5181,0,-36.4609,-81.0895,-25.8974,11.2828,37.646,0,0,17.5757,44.1333,-19.1567,-20.6415,-16.6495,0,6.5259,37.0265,91.546,7.5542,37.3052,30.5425,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9389,55.9957,-2.5787,20.5623,109.1186,0,17.4712,2.2746,-16.9362,17.9575,35.8139,0,0,28.4769,83.9646,121.508,65.0058,-2.0954,0,30.8441,-6.0704,113.2215,73.3297,10.7854,-18.4946,111.757,0,-36.8023,-80.8525,-27.2098,9.6588,36.8944,0,0,14.3427,42.378,-17.0951,-20.9603,-16.1425,0,8.7008,37.0574,95.2455,6.6544,36.929,30.2034,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9417,55.8571,-3.3952,20.1057,108.5687,0,16.9038,1.0924,-18.1604,17.8002,35.2077,0,0,27.1096,84.3876,125.0858,65.5901,-2.2582,0,31.4375,-6.1503,115.2355,72.8438,10.3612,-18.3749,111.9419,0,-37.1553,-80.6113,-28.428,8.0592,36.1463,0,0,10.8998,40.6488,-14.7637,-21.2818,-15.614,0,10.8709,36.9538,98.8809,5.8487,36.5013,29.7792,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9444,55.7201,-4.1953,19.5843,107.9495,0,16.2164,-0.1319,-19.2874,17.5583,34.6342,0,0,25.729,84.8596,128.705,66.0017,-2.4322,0,32.0534,-6.2428,117.1493,72.3705,9.9494,-18.259,112.0762,0,-37.5205,-80.3767,-29.5544,6.4995,35.4007,0,0,7.2339,38.9636,-12.1397,-21.6016,-15.0682,0,13.0183,36.7191,102.4289,5.141,36.0366,29.2725,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9472,55.5983,-4.971,19.015,107.2193,0,15.4564,-1.3973,-20.3091,17.2256,34.1072,0,0,24.3358,85.3659,132.3719,66.2632,-2.6064,0,32.6938,-6.3544,118.9551,71.9092,9.5515,-18.1414,112.1644,0,-37.8995,-80.1596,-30.5922,4.9953,34.6568,0,0,3.3367,37.3418,-9.2055,-21.9182,-14.5075,0,15.1269,36.3581,105.8683,4.5319,35.5483,28.6885,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.95,55.5059,-5.7115,18.4162,106.3219,0,14.6767,-2.7021,-21.2187,16.7986,33.6379,0,0,22.9355,85.8883,136.0794,66.4059,-2.7626,0,33.3607,-6.491,120.6467,71.4586,9.168,-18.0172,112.2122,0,-38.2948,-79.9708,-31.545,3.5613,33.9132,0,0,-0.7934,35.8035,-5.9506,-22.2331,-13.9324,0,17.1838,35.8776,109.1802,4.0186,35.049,28.0352,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9528,55.4562,-6.4044,17.8069,105.1873,0,13.9301,-4.0442,-22.0113,16.2776,33.2351,0,0,21.5397,86.4057,139.8023,66.4642,-2.8774,0,34.0552,-6.6571,122.219,71.0175,8.7988,-17.8824,112.2264,0,-38.7093,-79.8198,-32.4169,2.2112,33.1684,0,0,-5.1487,34.3696,-2.3741,-22.5496,-13.3419,0,19.179,35.2864,112.3489,3.5951,34.5499,27.3228,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9556,55.4608,-7.0369,17.2053,103.7339,0,13.2643,-5.42,-22.6835,15.6669,32.9041,0,0,20.1667,86.8953,143.4915,66.4693,-2.9242,0,34.778,-6.8562,123.6689,70.5841,8.4431,-17.7335,112.2152,0,-39.1462,-79.715,-33.2122,0.9568,32.4207,0,0,-9.7114,33.0604,1.5133,-22.8719,-12.7336,0,21.106,34.595,115.3622,3.2527,34.061,26.5635,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9583,55.5286,-7.5964,16.6283,101.874,0,12.7161,-6.8247,-23.2335,14.9759,32.6469,0,0,18.8412,87.3335,147.0707,66.4418,-2.8778,0,35.5293,-7.0903,124.9945,70.157,8.0996,-17.5683,112.1878,0,-39.6088,-79.6632,-33.9354,-0.1925,31.6683,0,0,-14.4525,31.8955,5.6889,-23.2043,-12.1043,0,22.9615,33.8157,118.2115,2.9803,33.5909,25.7707,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9611,55.6651,-8.0715,16.0908,99.5195,0,12.3076,-8.2524,-23.6611,14.2183,32.4623,0,0,17.5934,87.6976,150.4353,66.3842,-2.7179,0,36.3085,-7.3599,126.1954,69.7345,7.7672,-17.385,112.1543,0,-40.0999,-79.6688,-34.5908,-1.23,30.9091,0,0,-19.3319,30.8923,10.117,-23.5498,-11.4506,0,24.7451,32.9627,120.8915,2.765,33.1474,24.9591,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9639,55.8723,-8.453,15.6048,96.5907,0,12.0432,-9.6954,-23.9675,13.4126,32.3459,0,0,16.4574,87.9673,153.4534,66.2753,-2.4334,0,37.1146,-7.6639,127.2725,69.3151,7.4447,-17.1828,112.1253,0,-40.6219,-79.7341,-35.1822,-2.1518,30.1409,0,0,-24.2991,30.0658,14.7502,-23.9095,-10.7693,0,26.459,32.0513,123.4004,2.593,32.7371,24.1434,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9667,56.1484,-8.7342,15.1793,93.0254,0,11.9093,-11.1448,-24.1553,12.5809,32.2911,0,0,15.4686,88.1267,155.9702,66.0658,-2.0259,0,37.9459,-7.9998,128.2274,68.8975,7.131,-16.9616,112.1119,0,-41.1762,-79.8591,-35.7132,-2.9574,29.3613,0,0,-29.2949,29.4271,19.5306,-24.2816,-10.058,0,28.1073,31.0983,125.739,2.4507,32.3654,23.3381,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9694,56.4883,-8.9111,14.8203,88.7881,0,11.8759,-12.5907,-24.2285,11.7486,32.2888,0,0,14.6607,88.1655,157.8149,65.6781,-1.5114,0,38.8,-8.3634,129.0628,68.4805,6.8259,-16.7219,112.1246,0,-41.7631,-80.0413,-36.1863,-3.6486,28.5679,0,0,-34.2537,28.9833,24.3923,-24.6612,-9.3157,0,29.6953,30.1206,127.9101,2.325,32.0372,22.5568,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9722,56.8844,-8.9831,14.531,83.8787,0,11.9011,-14.0222,-24.1921,10.9429,32.3292,0,0,14.0626,88.0804,158.8107,65.009,-0.9206,0,39.6744,-8.7495,129.7818,68.0629,6.5296,-16.4645,112.1734,0,-42.3819,-80.2766,-36.6034,-4.2301,27.7587,0,0,-39.1068,28.7365,29.2648,-25.0406,-8.5432,0,31.2288,29.1355,129.9182,2.2045,31.7559,21.8116,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.975,57.3268,-8.9521,14.3117,78.3395,0,11.9372,-15.4282,-24.0525,10.1921,32.4018,0,0,13.6947,87.876,158.7866,63.9368,-0.2972,0,40.5662,-9.1513,130.3875,67.6441,6.2429,-16.1913,112.2674,0,-43.0305,-80.559,-36.9652,-4.7089,26.9318,0,0,-43.7859,28.6835,34.0767,-25.4088,-7.7434,0,32.7131,28.1596,131.7684,2.0803,31.5239,21.1124,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9778,57.8049,-8.8227,14.1607,72.2585,0,11.9385,-16.7976,-23.817,9.5237,32.4965,0,0,13.5666,87.5653,157.5899,62.3328,0.3062,0,41.4723,-9.5611,130.8835,67.2232,5.9674,-15.9044,112.414,0,-43.7059,-80.8814,-37.2713,-5.0932,26.086,0,0,-48.2262,28.8161,38.7591,-25.7532,-6.9215,0,34.1531,27.2085,133.4664,1.9465,31.3422,20.4664,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9806,58.308,-8.6015,14.075,65.77,0,11.8694,-18.1203,-23.4939,8.9639,32.6042,0,0,13.6745,87.1694,155.0994,60.0751,0.8334,0,42.3895,-9.9699,131.2732,66.8002,5.7055,-15.6066,112.619,0,-44.4036,-81.2361,-37.5203,-5.3926,25.2209,0,0,-52.3701,29.1205,43.2493,-26.0592,-6.0851,0,35.5519,26.2956,135.017,1.8004,31.2099,19.8777,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9833,58.8261,-8.2966,14.0505,59.0506,0,11.7119,-19.387,-23.0925,8.5358,32.7179,0,0,14,86.7165,151.2363,57.0647,1.2319,0,43.3147,-10.3683,131.5601,66.375,5.4596,-15.3015,112.8865,0,-45.1184,-81.6149,-37.7095,-5.6169,24.337,0,0,-56.1696,29.5787,47.4942,-26.3121,-5.244,0,36.9115,25.4323,136.425,1.6429,31.1246,19.347,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9861,59.3507,-7.9166,14.0832,52.3109,0,11.4718,-20.5899,-22.623,8.2591,32.8322,0,0,14.5099,86.2415,145.9731,53.2416,1.4596,0,44.2448,-10.7458,131.7475,65.9483,5.2328,-14.9931,113.2184,0,-45.8441,-82.0102,-37.8355,-5.7759,23.4363,0,0,-59.5888,30.1681,51.4522,-26.4975,-4.4105,0,38.2319,24.6271,137.694,1.4784,31.0816,18.8714,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9889,59.8752,-7.4702,14.1692,45.7831,0,11.1816,-21.7232,-22.0963,8.1486,32.9445,0,0,15.1572,85.7833,139.3388,48.5988,1.4918,0,45.1768,-11.0918,131.8387,65.521,5.0279,-14.6864,113.615,0,-46.5737,-82.4146,-37.8939,-5.8783,22.5217,0,0,-62.6046,30.8634,55.0951,-26.6024,-3.5984,0,39.5117,23.8855,138.8268,1.314,31.0743,18.4444,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9917,60.3949,-6.9653,14.3059,39.7063,0,10.9008,-22.7826,-21.5233,8.214,33.0544,0,0,15.8831,85.3838,131.4196,43.1928,1.326,0,46.1074,-11.3954,131.837,65.0948,4.8475,-14.387,114.0749,0,-47.3,-82.8218,-37.88,-5.9316,21.5977,0,0,-65.2075,31.6369,58.4079,-26.6159,-2.8236,0,40.7479,23.2096,139.8255,1.1592,31.0944,18.0565,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9944,60.9072,-6.4087,14.4915,34.3089,0,10.7123,-23.7657,-20.9156,8.4599,33.1636,0,0,16.62,85.0851,122.3556,37.148,0.9845,0,47.0335,-11.6459,131.7456,64.6719,4.6934,-14.1012,114.5953,0,-48.0152,-83.2262,-37.7885,-5.9413,20.6698,0,0,-67.4001,32.4599,61.3886,-26.5299,-2.1028,0,41.9366,22.599,140.6917,1.0252,31.132,17.6948,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
1097_1,0.9972,61.411,-5.8054,14.7254,29.7918,0,10.7155,-24.6714,-20.2839,8.8853,33.2756,0,0,17.295,84.9274,112.3326,30.6545,0.5152,0,47.9515,-11.833,131.5677,64.2553,4.5666,-13.8356,115.172,0,-48.7117,-83.623,-37.6145,-5.9107,19.7447,0,0,-69.1966,33.3041,64.0468,-26.3393,-1.4536,0,43.0736,22.0503,141.4269,0.9234,31.176,17.3447,0.1056,0.7722,0.8278,0.9722,1.0028,1.05
