session_pitch,time,rear_ankle_angle_x,rear_ankle_angle_y,rear_ankle_angle_z,elbow_angle_x,elbow_angle_y,elbow_angle_z,rear_hip_angle_x,rear_hip_angle_y,rear_hip_angle_z,rear_knee_angle_x,rear_knee_angle_y,rear_knee_angle_z,shoulder_angle_x,shoulder_angle_y,shoulder_angle_z,wrist_angle_x,wrist_angle_y,wrist_angle_z,pelvis_angle_x,pelvis_angle_y,pelvis_angle_z,lead_ankle_angle_x,lead_ankle_angle_y,lead_ankle_angle_z,glove_elbow_angle_x,glove_elbow_angle_y,glove_elbow_angle_z,lead_hip_angle_x,lead_hip_angle_y,lead_hip_angle_z,lead_knee_angle_x,lead_knee_angle_y,lead_knee_angle_z,glove_shoulder_angle_x,glove_shoulder_angle_y,glove_shoulder_angle_z,glove_wrist_angle_x,glove_wrist_angle_y,glove_wrist_angle_z,torso_angle_x,torso_angle_y,torso_angle_z,torso_pelvis_angle_x,torso_pelvis_angle_y,torso_pelvis_angle_z,pkh_time,fp_10_time,fp_100_time,MER_time,BR_time,MIR_time
1031_2,1.3444,89.3813,20.0347,23.7604,33.5021,0,15.7952,-12.8529,7.9715,17.085,93.0508,0,0,-1.6644,102.3592,55.8623,4.62,6.2249,0,24.6461,-9.3789,97.5828,73.5915,-6.4937,6.7754,81.3836,0,4.9562,-95.5025,-22.9786,6.1763,54.8923,0,0,-47.4552,44.7187,24.7881,1.1788,0.4867,0,36.3813,16.3537,112.1876,-11.7469,29.321,3.4328,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.3472,89.8684,20.4862,22.8301,35.4999,0,20.0253,-15.1147,8.5528,15.7194,93.7318,0,0,-1.9194,104.8765,43.5055,3.0325,7.4629,0,25.3051,-10.0812,97.3333,73.1732,-6.9281,6.9844,81.6216,0,4.8705,-95.4808,-22.648,6.958,53.6562,0,0,-47.409,44.9289,24.9256,2.7414,0.8607,0,37.4522,16.1127,112.6381,-12.3317,30.0559,3.7101,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.35,90.2354,20.9933,21.9593,38.1703,0,24.4802,-17.3681,8.9795,14.2584,94.225,0,0,-2.6898,107.5086,31.6013,2.9563,9.0103,0,26.0223,-10.6797,97.0352,72.7827,-7.3642,7.1997,81.8823,0,4.6519,-95.4797,-22.2636,7.6244,52.4573,0,0,-47.1828,45.1803,24.8584,4.3635,1.2503,0,38.4806,15.8993,113.0524,-12.7941,30.7402,3.9353,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.3528,90.4702,21.5377,21.1529,41.2418,0,28.9735,-19.5648,9.2333,12.7238,94.5239,0,0,-4.0207,110.1726,20.3651,4.3002,10.7553,0,26.7787,-11.1615,96.6957,72.4258,-7.7975,7.4175,82.162,0,4.3106,-95.4852,-21.8257,8.1674,51.3082,0,0,-46.7713,45.4718,24.5901,6.0484,1.6512,0,39.4677,15.7191,113.4321,-13.1485,31.3657,4.1044,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.3556,90.5649,22.093,20.4173,44.4276,0,33.3105,-21.6562,9.3041,11.1392,94.6278,0,0,-5.9337,112.7769,9.9857,6.8719,12.5595,0,27.5535,-11.5196,96.3224,72.1073,-8.2221,7.6342,82.4548,0,3.8608,-95.4821,-21.3368,8.5839,50.2174,0,0,-46.1726,45.8016,24.1319,7.7916,2.0584,0,40.4153,15.58,113.7789,-13.4126,31.9304,4.2187,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.3583,90.5178,22.6269,19.7607,47.4471,0,37.3043,-23.5959,9.1908,9.5295,94.542,0,0,-8.427,115.2267,0.622,10.3931,14.2709,0,28.326,-11.7532,95.9235,71.8304,-8.6317,7.8471,82.7524,0,3.3209,-95.4547,-20.8018,8.876,49.1893,0,0,-45.389,46.1671,23.5029,9.5804,2.4666,0,41.3253,15.4906,114.095,-13.6065,32.4381,4.2841,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.3611,90.3346,23.1039,19.1922,50.0469,0,40.7921,-25.3425,8.9008,7.9192,94.2781,0,0,-11.4752,117.4294,-7.5981,14.5228,15.7402,0,29.0768,-11.8673,95.5073,71.597,-9.0196,8.0541,83.0445,0,2.7121,-95.3885,-20.2284,9.0502,48.2243,0,0,-44.4274,46.5654,22.7287,11.394,2.8697,0,42.1997,15.4601,114.3832,-13.7513,32.8974,4.3107,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.3639,90.0292,23.488,18.7211,52.018,0,43.6495,-26.862,8.4503,6.332,93.8529,0,0,-15.0321,119.3007,-14.5766,18.8851,16.8367,0,29.7886,-11.8725,95.0821,71.4073,-9.3791,8.2542,83.3196,0,2.0574,-95.2705,-19.6263,9.117,47.3194,0,0,-43.3,46.9922,21.8406,13.2045,3.2613,0,43.0408,15.4972,114.648,-13.8676,33.3205,4.3119,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.3667,89.6239,23.7466,18.3556,53.2099,0,45.8013,-28.1292,7.8627,4.7895,93.2872,0,0,-19.0336,120.7697,-20.2442,23.1006,17.4636,0,30.4472,-11.7835,94.6559,71.2599,-9.7035,8.447,83.5649,0,1.381,-95.0907,-19.0073,9.0897,46.4688,0,0,-42.0237,47.4425,20.8739,14.9786,3.6346,0,43.8505,15.6087,114.8947,-13.9747,33.7227,4.3026,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.3694,89.1482,23.853,18.1016,53.5377,0,47.2281,-29.1288,7.1676,3.3113,92.6049,0,0,-23.4019,121.783,-24.5584,26.8168,17.5688,0,31.0421,-11.6184,94.2363,71.1521,-9.9868,8.6331,83.768,0,0.7068,-94.8419,-18.3849,8.9837,45.6644,0,0,-40.6204,47.9099,19.8659,16.6799,3.9827,0,44.6308,15.7988,115.1305,-14.0893,34.12,4.298,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.3722,88.6371,23.7895,17.9615,52.9851,0,47.9671,-29.8549,6.3985,1.9137,91.8303,0,0,-28.0501,122.3086,-27.502,29.735,17.1522,0,31.5665,-11.3973,93.8305,71.0798,-10.2236,8.8134,83.9172,0,0.0576,-94.5204,-17.7732,8.8152,44.897,0,0,-39.1162,48.3867,18.8536,18.2714,4.2987,0,45.3832,16.0679,115.3635,-14.2254,34.5282,4.3116,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.375,88.1288,23.5493,17.9333,51.6003,0,48.1087,-30.3112,5.5911,0.6103,90.9869,0,0,-32.8867,122.3369,-29.0815,31.6318,16.2662,0,32.0168,-11.1411,93.4447,71.0382,-10.4093,8.9891,84.0024,0,-0.5454,-94.1252,-17.1868,8.6005,44.1569,0,0,-37.5404,48.8638,17.8721,19.7184,4.5762,0,46.109,16.4119,115.6029,-14.3933,34.9613,4.3537,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.3778,87.6614,23.1374,18.0099,49.4884,0,47.7866,-30.5085,4.781,-0.5884,90.0952,0,0,-37.8205,121.8816,-29.3277,32.3729,15.0107,0,32.393,-10.8701,93.0843,71.0222,-10.5404,9.1619,84.016,0,-1.0839,-93.658,-16.6398,8.3544,43.4348,0,0,-35.9252,49.3307,16.9528,20.9908,4.8092,0,46.8094,16.8221,115.8589,-14.6,35.4303,4.4303,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.3806,87.2699,22.5714,18.1793,46.799,0,47.165,-30.464,4.0014,-1.6752,89.1715,0,0,-42.7642,120.9773,-28.2954,31.9181,13.5228,0,32.6968,-10.6027,92.7537,71.0266,-10.6145,9.3327,83.9528,0,-1.5422,-93.1223,-16.1447,8.0894,42.7227,0,0,-34.3038,49.7757,16.1218,22.0656,4.9929,0,47.4848,17.2846,116.1414,-14.8492,35.942,4.5417,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.3833,86.983,21.88,18.4252,43.7117,0,46.4228,-30.1985,3.2813,-2.6453,88.2266,0,0,-47.6379,119.6772,-26.0638,30.3179,11.961,0,32.9321,-10.3547,92.4565,71.0467,-10.63,9.5025,83.8108,0,-1.908,-92.5229,-15.7126,7.8154,42.0139,0,0,-32.7103,50.1863,15.3992,22.9288,5.1236,0,48.1358,17.7809,116.4604,-15.1418,36.4985,4.6827,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.3861,86.8208,21.1017,18.7277,40.42,0,45.7369,-29.7345,2.6439,-3.4968,87.2653,0,0,-52.3718,118.0489,-22.7374,27.7024,10.4881,0,33.1031,-10.1382,92.1954,71.0785,-10.5868,9.6712,83.5909,0,-2.1721,-91.8647,-15.3516,7.5385,41.3037,0,0,-31.1773,50.5497,14.7986,23.5756,5.1995,0,48.7625,18.2888,116.8246,-15.4762,37.0971,4.8418,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.3889,86.7926,20.2823,19.0648,37.1161,0,45.2658,-29.0944,2.1053,-4.23,86.2861,0,0,-56.9076,116.1687,-18.4445,24.264,9.253,0,33.2142,-9.9611,91.9721,71.119,-10.4857,9.8381,83.2965,0,-2.3283,-91.1522,-15.0672,7.2612,40.5894,0,0,-29.7355,50.853,14.3267,24.0115,5.2201,0,49.3649,18.7833,117.2415,-15.8491,37.73,5.0024,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.3917,86.8968,19.4714,19.4145,33.977,0,45.1356,-28.2985,1.6742,-4.8472,85.2823,0,0,-61.1991,114.117,-13.3359,20.2356,8.3735,0,33.2694,-9.8272,91.7878,71.1666,-10.3284,10.0013,82.9333,0,-2.3736,-90.3892,-14.8619,6.9823,39.8705,0,0,-28.4121,51.0839,13.9843,24.2513,5.1874,0,49.9428,19.2377,117.7163,-16.2561,38.3849,5.1438,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.3944,87.1205,18.7196,19.7557,31.1525,0,45.4296,-27.3643,1.3514,-5.3524,84.2424,0,0,-65.2126,111.9722,-7.5817,15.8676,7.9239,0,33.2715,-9.7358,91.6432,71.2206,-10.1176,10.158,82.5087,0,-2.3076,-89.5782,-14.7347,6.697,39.1478,0,0,-27.2298,51.2316,13.7665,24.3182,5.1049,0,50.496,19.6255,118.2522,-16.692,39.0457,5.2423,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.3972,87.4416,18.0744,20.0707,28.7577,0,46.182,-26.3055,1.1307,-5.7509,83.1518,0,0,-68.9261,109.8062,-1.3663,11.4049,7.9268,0,33.2226,-9.6826,91.5383,71.2816,-9.8566,10.3047,82.031,0,-2.1323,-88.7203,-14.6821,6.3974,38.4238,0,0,-26.206,51.2872,13.6637,24.2418,4.9783,0,51.0239,19.9216,118.8494,-17.1517,39.6937,5.2732,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4,87.8308,17.5773,20.3459,26.868,0,47.3766,-25.132,0.9996,-6.049,81.9944,0,0,-72.328,107.68,5.1177,7.0671,8.3512,0,33.1238,-9.6597,91.4734,71.351,-9.5492,10.4367,81.5092,0,-1.8522,-87.8157,-14.6976,6.0733,37.7019,0,0,-25.3517,51.2442,13.663,24.0561,4.8149,0,51.5261,20.1038,119.5057,-17.6299,40.3085,5.2123,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4028,88.2545,17.2614,20.5725,25.5182,0,48.9502,-23.8504,0.941,-6.2537,80.754,0,0,-75.4159,105.6412,11.6762,3.0337,9.1169,0,32.9756,-9.6571,91.4485,71.4309,-9.1997,10.5491,80.9522,0,-1.4741,-86.8637,-14.7731,5.7129,36.9859,0,0,-24.6717,51.0989,13.7483,23.7971,4.6234,0,52.002,20.1541,120.2163,-18.1217,40.8694,5.0383,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4056,88.6785,17.1486,20.7473,24.7055,0,50.7997,-22.465,0.9347,-6.3723,79.4162,0,0,-78.1949,103.722,18.1211,-0.5662,10.1043,0,32.7785,-9.6628,91.4636,71.5237,-8.812,10.6368,80.3683,0,-1.0072,-85.8633,-14.8987,5.3033,36.2796,0,0,-24.1639,50.8509,13.9024,23.5009,4.4133,0,52.4512,20.0594,120.9744,-18.6227,41.3564,4.7333,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4083,89.0704,17.2488,20.8716,24.394,0,52.7933,-20.9785,0.959,-6.4116,77.9694,0,0,-80.6761,101.9393,24.2774,-3.6565,11.1688,0,32.5336,-9.6647,91.5189,71.6316,-8.3901,10.6951,79.7654,0,-0.4628,-84.8144,-15.0644,4.8321,35.5868,0,0,-23.8198,50.503,14.1068,23.201,4.1948,0,52.873,19.8122,121.7711,-19.1284,41.7516,4.2849,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4111,89.4033,17.5592,20.9514,24.5227,0,54.7826,-19.3936,0.9927,-6.3782,76.4061,0,0,-82.8748,100.2955,29.9894,-6.2121,12.1577,0,32.243,-9.6505,91.6149,71.7565,-7.9373,10.7198,79.1503,0,0.1451,-83.7178,-15.2596,4.2873,34.9104,0,0,-23.6253,50.0612,14.3432,22.9273,3.978,0,53.267,19.4107,122.5965,-19.6348,42.0401,3.6867,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4139,89.6572,18.065,20.9957,25.0135,0,56.6168,-17.7142,1.0166,-6.2775,74.7234,0,0,-84.8095,98.781,35.126,-8.2516,12.9272,0,31.9108,-9.6095,91.7521,71.8998,-7.456,10.7082,78.5293,0,0.8005,-82.5765,-15.4749,3.6584,34.2526,0,0,-23.5612,49.5345,14.5935,22.704,3.7723,0,53.6331,18.8583,123.4403,-20.1372,42.2106,2.9383,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4167,89.8205,18.74,21.0155,25.7806,0,58.1554,-15.9468,1.0149,-6.1134,72.9234,0,0,-86.5004,97.3765,39.5842,-9.8267,13.359,0,31.5431,-9.5328,91.9312,72.0616,-6.948,10.6589,77.9078,0,1.4849,-81.396,-15.702,2.9369,33.6151,0,0,-23.6047,48.9345,14.8406,22.5496,3.5861,0,53.9711,18.1635,124.292,-20.631,42.2558,2.0459,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4194,89.8901,19.549,21.0226,26.7379,0,59.2797,-14.1012,0.9758,-5.8883,71.013,0,0,-87.9684,96.0567,43.2907,-11.0091,13.3726,0,31.149,-9.4138,92.1528,72.2411,-6.4135,10.5726,77.291,0,2.1781,-80.1847,-15.9342,2.1164,32.9986,0,0,-23.7306,48.2748,15.0681,22.4761,3.4263,0,54.2815,17.3387,125.142,-21.1105,42.1729,1.0209,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4222,89.8711,20.4496,21.0283,27.8071,0,59.9024,-12.1912,0.8923,-5.6024,69.0033,0,0,-89.2344,94.7938,46.2027,-11.8782,12.9335,0,30.7399,-9.2489,92.4173,72.4366,-5.8521,10.452,76.6835,0,2.8586,-78.9545,-16.1671,1.1934,32.4033,0,0,-23.9127,47.5704,15.2615,22.4893,3.2983,0,54.5647,16.3995,125.9818,-21.5692,41.9633,-0.1202,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.425,89.7747,21.3951,21.0429,28.9221,0,59.9732,-10.2352,0.7623,-5.2541,66.9091,0,0,-90.3188,93.5607,48.3063,-12.5095,12.0556,0,30.3301,-9.0374,92.7249,72.6449,-5.262,10.3018,76.0903,0,3.5043,-77.7203,-16.3982,0.1663,31.829,0,0,-24.1251,46.8368,15.4072,22.5895,3.2055,0,54.8216,15.3631,126.8047,-21.9993,41.6324,-1.3575,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4278,89.6169,22.3374,21.0747,30.0332,0,59.4815,-8.2555,0.5881,-4.8392,64.7482,0,0,-91.2406,92.3333,49.6141,-12.9659,10.7992,0,29.9361,-8.7815,93.0754,72.8622,-4.6409,10.1289,75.516,0,4.0935,-76.5002,-16.6269,-0.9634,31.2754,0,0,-24.3437,46.0897,15.4935,22.7722,3.1494,0,55.0532,14.2478,127.6055,-22.392,41.1893,-2.6687,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4306,89.416,23.2296,21.1301,31.1077,0,58.4562,-6.2782,0.3757,-4.3518,62.5399,0,0,-92.0175,91.0931,50.1622,-13.2923,9.2625,0,29.5764,-8.486,93.4678,73.0837,-3.9859,9.9416,74.9657,0,4.6061,-75.3149,-16.8548,-2.1921,30.7421,0,0,-24.5469,45.3439,15.5104,23.0292,3.1301,0,55.2609,13.0719,128.3813,-22.7371,40.6458,-4.0306,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4333,89.1904,24.0287,21.2133,32.13,0,56.9617,-4.3325,0.1342,-3.7841,60.3048,0,0,-92.6659,89.8281,50.0062,-13.5139,7.5705,0,29.2707,-8.1579,93.901,73.3041,-3.2944,9.7495,74.4444,0,5.0247,-74.1867,-17.0845,-3.514,30.2288,0,0,-24.7167,44.613,15.4498,23.3497,3.1461,0,55.446,11.8525,129.131,-23.0233,40.0161,-5.4202,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4361,88.9568,24.6976,21.3266,33.0989,0,55.0914,-2.4489,-0.1256,-3.1267,58.0635,0,0,-93.2004,88.5331,49.2174,-13.6373,5.8611,0,29.0389,-7.8062,94.3727,73.5179,-2.5644,9.5625,73.9569,0,5.336,-73.1391,-17.3199,-4.9208,29.7357,0,0,-24.8389,43.9088,15.3053,23.7212,3.1949,0,55.6099,10.6052,129.8549,-23.2384,39.3155,-6.8156,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4389,88.7289,25.2071,21.4707,34.0246,0,52.9599,-0.6584,-0.3918,-2.3697,55.836,0,0,-93.6342,87.2093,47.8781,-13.6553,4.2705,0,28.9008,-7.4405,94.8805,73.7195,-1.795,9.3905,73.5077,0,5.5315,-72.1955,-17.5651,-6.4026,29.2628,0,0,-24.903,43.241,15.0728,24.1308,3.2733,0,55.7536,9.3438,130.555,-23.3698,38.5602,-8.1975,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4417,88.5162,25.5374,21.6449,34.9248,0,50.6929,1.0093,-0.6529,-1.5031,53.6415,0,0,-93.9794,85.8633,46.0782,-13.5523,2.9194,0,28.8745,-7.0715,95.4212,73.9036,-0.9874,9.2422,73.1006,0,5.609,-71.3782,-17.8245,-7.9472,28.8105,0,0,-24.9024,42.617,14.7505,24.5654,3.3776,0,55.8783,8.0796,131.2342,-23.4051,37.766,-9.5491,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4444,88.3245,25.6781,21.8476,35.8205,0,48.4175,2.5273,-0.8984,-0.5176,51.4979,0,0,-94.2472,84.5056,43.9109,-13.3119,1.9022,0,28.976,-6.7095,95.9913,74.0654,-0.1453,9.1246,72.738,0,5.5726,-70.7075,-18.1016,-9.5406,28.379,0,0,-24.8335,42.0421,14.3386,25.0129,3.5042,0,55.9847,6.8219,131.8959,-23.3327,36.9482,-10.8571,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4472,88.1555,25.6288,22.0762,36.7324,0,46.2525,3.8731,-1.1196,0.5943,49.4215,0,0,-94.4481,83.1486,41.4693,-12.9223,1.279,0,29.2184,-6.3641,96.587,74.2009,0.7248,9.0422,72.4211,0,5.4329,-70.2001,-18.3989,-11.1667,27.9685,0,0,-24.6949,41.5192,13.8396,25.4623,3.6492,0,56.0737,5.5777,132.5438,-23.1423,36.1203,-12.1111,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.45,88.0082,25.3985,22.3271,37.6777,0,44.2995,5.0296,-1.3097,1.8371,47.4276,0,0,-94.5925,81.8048,38.8429,-12.3823,1.0726,0,29.6109,-6.0439,97.2043,74.307,1.6132,8.9969,72.1487,0,5.2071,-69.869,-18.7174,-12.8076,27.5784,0,0,-24.487,41.0494,13.2584,25.904,3.8092,0,56.1458,4.3518,133.1812,-22.8261,35.2944,-13.3044,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4528,87.8799,25.0047,22.5958,38.668,0,42.6363,5.9863,-1.4642,3.2119,45.5302,0,0,-94.6909,80.4853,36.1148,-11.704,1.2686,0,30.1584,-5.7556,97.8393,74.3814,2.507,8.9872,71.9177,0,4.918,-69.7221,-19.0564,-14.4436,27.2078,0,0,-24.2111,40.6325,12.6016,26.3301,3.9805,0,56.2019,3.1475,133.8112,-22.3794,34.4804,-14.433,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4556,87.7671,24.4718,22.877,39.7081,0,41.3116,6.7403,-1.5807,4.7151,43.7426,0,0,-94.7546,79.1982,33.3592,-10.914,1.8199,0,30.8612,-5.5044,98.4881,74.4232,3.3903,9.0089,71.7222,0,4.5929,-69.7617,-19.4135,-16.0533,26.8548,0,0,-23.8684,40.2668,11.8779,26.7343,4.1598,0,56.2429,1.9668,134.4358,-21.8011,33.6859,-15.4955,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4583,87.6672,23.8296,23.1639,40.796,0,40.3434,7.2961,-1.6587,6.3379,42.0771,0,0,-94.7951,77.9481,30.6391,-10.0523,2.6545,0,31.7146,-5.2932,99.1469,74.4323,4.2449,9.0546,71.5545,0,4.262,-69.9845,-19.7843,-17.6143,26.5167,0,0,-23.4599,39.9502,11.0977,27.1116,4.3434,0,56.2703,0.8104,135.0563,-21.0947,32.9165,-16.4929,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4611,87.5787,23.1111,23.4488,41.9235,0,39.7189,7.6655,-1.6993,8.066,40.5457,0,0,-94.825,76.7351,28.0056,-9.169,3.6841,0,32.709,-5.123,99.8119,74.4098,5.051,9.1152,71.4042,0,3.9566,-70.3814,-20.1627,-19.1033,26.1899,0,0,-22.9861,39.6799,10.2722,27.459,4.5279,0,56.2862,-0.3215,135.6728,-20.2681,32.1759,-17.4275,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4639,87.5025,22.3512,23.7228,43.0772,0,39.3981,7.8673,-1.7042,9.8795,39.1593,0,0,-94.8573,75.5558,25.4972,-8.3199,4.8145,0,33.8303,-4.9927,100.4795,74.3577,5.7881,9.1796,71.2596,0,3.7075,-70.9374,-20.5411,-20.4971,25.8705,0,0,-22.4469,39.4535,9.4142,27.7745,4.7092,0,56.2932,-1.4291,136.2845,-19.334,31.4661,-18.303,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4667,87.4413,21.5838,23.9758,44.2408,0,39.3187,7.9259,-1.6761,11.7532,37.9281,0,0,-94.9049,74.4035,23.1397,-7.5613,5.9544,0,35.06,-4.8995,101.1459,74.279,6.4366,9.2366,71.1079,0,3.5424,-71.6329,-20.9113,-21.7736,25.5539,0,0,-21.842,39.2683,8.5364,28.0577,4.8831,0,56.2946,-2.5128,136.8896,-18.3096,30.7877,-19.1236,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4694,87.3994,20.8409,24.1978,45.3962,0,39.4033,7.8699,-1.6176,13.6576,36.861,0,0,-94.9808,73.2696,20.9478,-6.9443,7.0241,0,36.376,-4.8391,101.8073,74.1771,6.9786,9.2749,70.9363,0,3.4845,-72.4439,-21.2643,-22.9127,25.2355,0,0,-21.1715,39.1221,7.652,28.3091,5.0453,0,56.2942,-3.5722,137.4854,-17.216,30.1406,-19.8938,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4722,87.3827,20.1504,24.3787,46.5256,0,39.5675,7.7305,-1.5314,15.5598,35.9647,0,0,-95.0965,72.1449,18.9262,-6.5104,7.9609,0,37.7531,-4.8063,102.4595,74.0562,7.3994,9.285,70.7328,0,3.5509,-73.3429,-21.5912,-23.8973,24.9115,0,0,-20.4366,39.013,6.7741,28.5305,5.1914,0,56.2961,-4.6066,138.0686,-16.0775,29.5245,-20.6178,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.475,87.3969,19.5352,24.5093,47.613,0,39.7278,7.5394,-1.4199,17.4253,35.2433,0,0,-95.2617,71.0212,17.072,-6.2876,8.7228,0,39.1645,-4.7951,103.098,73.9206,7.6891,9.2591,70.4872,0,3.7509,-74.3009,-21.8842,-24.715,24.5786,0,0,-19.6404,38.939,5.9148,28.7242,5.3173,0,56.3042,-5.6144,138.6351,-14.92,28.9387,-21.2996,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4778,87.4472,19.0121,24.5824,48.6445,0,39.8099,7.3269,-1.2855,19.2197,34.6971,0,0,-95.4833,69.8928,15.3769,-6.2883,9.2891,0,40.5821,-4.7992,103.7178,73.7752,7.8426,9.1924,70.1925,0,4.0859,-75.2881,-22.1364,-25.3585,24.2351,0,0,-18.7884,38.8982,5.0857,28.8935,5.4196,0,56.3225,-6.5926,139.1808,-13.7703,28.383,-21.9421,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4806,87.5371,18.5917,24.5933,49.6096,0,39.7545,7.1202,-1.1306,20.9103,34.3226,0,0,-95.7645,68.7577,13.8297,-6.5087,9.6591,0,41.9782,-4.8127,104.3138,73.6244,7.8612,9.083,69.8451,0,4.5488,-76.2751,-22.343,-25.8266,23.8808,0,0,-17.8893,38.8884,4.2969,29.0416,5.4956,0,56.3537,-7.5374,139.7011,-12.6545,27.8579,-22.5474,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4833,87.6676,18.2776,24.5405,50.5008,0,39.5225,6.9414,-0.9578,22.4686,34.111,0,0,-96.1045,67.6187,12.4184,-6.9297,9.8489,0,43.3263,-4.8302,104.8804,73.4728,7.7524,8.9325,69.4459,0,5.1248,-77.2351,-22.5013,-26.1247,23.5174,0,0,-16.9553,38.907,3.5573,29.172,5.5439,0,56.4,-8.4434,140.1918,-11.5963,27.3642,-23.1165,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4861,87.8369,18.0677,24.4264,51.3137,0,39.097,6.807,-0.7705,23.8714,34.0489,0,0,-96.4982,66.4834,11.132,-7.5195,9.887,0,44.6024,-4.8472,105.4124,73.3245,7.5293,8.7456,69.0002,0,5.7923,-78.1441,-22.6109,-26.2646,23.1485,0,0,-16.0015,38.9505,2.874,29.2881,5.5646,0,56.4619,-9.3044,140.6485,-10.6163,26.9036,-23.6493,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4889,88.0401,17.954,24.257,52.0462,0,38.4834,6.7268,-0.5724,25.1026,34.118,0,0,-96.9362,65.3642,9.9617,-8.2367,9.8088,0,45.7855,-4.8605,105.9045,73.183,7.2106,8.5295,68.5177,0,6.5243,-78.9825,-22.6742,-26.2644,22.7794,0,0,-15.0461,39.0151,2.2527,29.3927,5.5593,0,56.5387,-10.1133,141.0677,-9.7307,26.4781,-24.1448,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
1031_2,1.4917,88.2695,17.9243,24.0419,52.6981,0,37.7071,6.7038,-0.3681,26.1538,34.2954,0,0,-97.4053,64.2775,8.9019,-9.0346,9.6523,0,46.8592,-4.8678,106.3521,73.0516,6.8191,8.2936,68.0115,0,7.2907,-79.7356,-22.6956,-26.1469,22.4168,0,0,-14.1092,39.096,1.6971,29.4879,5.5311,0,56.6281,-10.8629,141.4463,-8.9504,26.09,-24.6012,0.625,1.1806,1.1917,1.3056,1.3389,1.3778
