time_s,WRIST_R,WRIST_L,ELBOW_R,ELBOW_L,KNEE_R,KNEE_L
0.0,34.50646870626201,19.90210171236356,24.86697013273252,16.092532191691276,4.385184559445349,5.676309621237493
0.03333333333333333,34.52686933691376,19.745695148779248,24.932521261280897,16.122839231889827,4.398076449724073,5.5439922912922555
0.06666666666666667,34.694746190604036,19.659520807618605,25.009436125840637,16.196887150047303,4.374201958566459,5.323552183926807
0.1,34.77785752162555,19.37969529799517,25.14991772267328,16.21089469557313,4.3711603999879,5.225868267037924
0.13333333333333333,35.15344482772676,19.112890965795884,25.073712954226465,16.24086152309704,4.41828722247169,5.131564929651034
0.16666666666666666,35.28441435343527,18.608822994118526,25.05847620758209,16.071809454178037,4.480593315508372,5.090174429594839
0.2,35.64888416539105,18.32703923682007,24.86865093808501,15.971076334391427,4.51901959349027,5.02907662743425
0.23333333333333334,36.0244302678972,18.005029950687742,24.631576635882226,15.79912738312052,4.492813601024608,5.084945000783648
0.26666666666666666,36.2617824057526,17.826117961449114,24.475182276790235,15.77862650112138,4.495370783049168,5.0536220452429745
0.3,36.49343203934663,17.53028357217707,24.435636703191506,15.57476764844867,4.483183926528795,5.0903955449362
0.3333333333333333,36.37306147263976,17.470955284397263,24.4283555479509,15.389054264992296,4.415543722635903,5.060903985545508
0.36666666666666664,36.28237155062766,17.50217421650308,24.454654002628416,15.417130062138938,4.36791424962658,5.118218017285045
0.4,35.98058601334776,17.72724193997462,24.704805112280297,15.3549134920938,4.381706158595762,5.062437117365533
0.43333333333333335,35.65257184594927,17.81356723480758,24.83840236489266,15.425709801382482,4.471080013142966,5.014454261856969
0.4666666666666667,35.30145678625868,17.945067034101783,25.080902273096683,15.321835482054666,4.4296687906758905,4.96718719356835
0.5,34.91254332938067,18.306262322659677,25.18759510434907,15.38628031452751,4.50469070012295,4.948969692063741
0.5333333333333333,34.90450419609445,18.06949428599509,25.222814355627577,15.334319454891443,4.508468213257004,4.966794855420744
0.5666666666666667,34.767851814664766,18.163021496366895,25.299332536194242,15.386866595999777,4.590333419624841,5.007497505112383
0.6,34.81240037485662,18.175861514483046,25.303583142903506,15.383466551033735,4.662207710937821,5.125702509421444
0.6333333333333333,34.67500129112622,17.966037430250424,25.477212928278078,15.52305198413805,4.935325674011153,5.238281374081197
0.6666666666666666,34.84036341682096,17.928120884772966,25.63762592822559,15.598883338273453,5.577611754546325,5.418930424847787
0.7,35.20875610563968,17.835278163074946,25.797656661720566,15.670992951854629,6.6404587040842955,5.639047246331785
0.7333333333333333,35.54125581478158,17.622279352785057,25.95248284535637,15.787326614522613,8.173708385404069,5.739938404503988
0.7666666666666667,36.141327998702934,17.691502343306723,26.142847038120067,15.967447990616307,10.330860061419315,5.825740013561443
0.8,36.8866235152162,17.63231888202492,26.197478958165505,16.18976358475743,12.852472070601095,6.1539140618604335
0.8333333333333334,37.473185881262594,17.660952519760883,26.415389954726578,16.430944762524547,15.693051092407188,6.630385282631579
0.8666666666666667,38.30054836932399,17.659300248864724,26.73696608423373,16.95003216228983,18.542001427017652,7.466748808096355
0.9,38.616858331336346,17.644521475574066,27.278848993296037,17.381381524010607,21.170384466291893,8.391363730114222
0.9333333333333333,39.04343194349829,17.482861514260605,28.07113526329678,18.152750271827585,23.174176279175242,9.263442029452222
0.9666666666666667,38.875848707225515,17.602200173835058,28.797080575341056,19.097522991349535,24.521842582783933,9.770807760361095
1.0,37.61853654605275,17.704503143898222,29.692145191608944,20.05643769291143,25.00700438968707,9.647888489738875
1.0333333333333334,35.25555155504216,18.21005794413216,30.419636699662618,21.059203961132397,24.578054291268472,9.019440406954317
1.0666666666666667,31.79625093079258,18.96969220654489,30.804251439598886,22.016118748235215,23.482787329589286,7.891752845476304
1.1,26.604557815786507,19.90034122545893,30.621686990586483,22.6384458955757,21.743957761500866,6.460329028433534
1.1333333333333333,21.570527781415052,20.53721836340145,30.19297376159426,22.90240564547898,19.83765716514847,5.066711036807419
1.1666666666666667,18.438709951755385,20.851480187628255,29.52650248185273,22.68679945154446,17.83745620836146,4.4648666445846175
1.2,17.22914307062109,19.81226079192527,28.7807879512213,21.93451356054399,16.29067627753068,4.835076883841907
1.2333333333333334,17.057072213832157,17.200265409429107,28.27456954358206,20.634428822825043,15.249271031941106,5.91621567821133
1.2666666666666666,17.100805588367876,13.478569094171945,27.96393488390879,19.25416099535056,14.838474727421243,6.960752880454976
1.3,17.206880642822654,12.267320736767687,27.994993260452418,17.87768205952065,15.054010808425147,7.458344633625785
1.3333333333333333,17.554006947271205,17.698264353812704,28.33733118072027,16.94919438641591,15.64088248001599,7.566226069341212
1.3666666666666667,17.675224807001428,25.501576846918255,29.063235619294773,16.819685076653457,16.39697515617206,8.322115046284523
1.4,17.525406375071412,32.226538044408045,30.076926241035494,17.65526186906621,17.124955528758278,10.20275618757222
1.4333333333333333,17.1076998996526,37.08735073676186,31.265728789454187,19.3150695694371,17.48107537606097,13.47617237002035
1.4666666666666666,17.389395366758663,40.016542625149896,32.418481852032585,21.754349169426888,17.51407483365236,17.86151150384478
1.5,18.94978599828991,41.30766792072316,33.6854784807679,24.71162179793521,16.972273368181447,22.790107241750007
1.5333333333333334,20.679662432734006,41.57421419702291,34.92367445427797,27.90716373904047,15.983611514193996,27.699724519834604
1.5666666666666667,21.240445087366822,40.55746376442406,36.104080456998275,31.264153949669264,14.610809122786549,31.817520631304916
1.6,19.984233134103675,38.748351708300476,37.10713042120878,34.97044312243486,13.147052037135296,34.65781516955309
1.6333333333333333,16.916966235157787,36.45950931897485,38.0042837645195,38.79854035072404,11.577434588029831,36.04448065858372
1.6666666666666667,15.15798864577306,33.6070079969038,38.88763378153001,42.785862605734906,9.968307134218605,35.89739997647908
1.7,16.154816147347617,30.990975827013585,39.610020739632404,46.588744837650324,8.496996086348133,34.76523779029449
1.7333333333333334,17.718197679276443,28.045236531945704,40.51554925147744,50.073950984325364,7.0820428341666855,32.997817636222436
1.7666666666666666,18.26454714877292,24.436226686763575,41.75484286066265,53.26876689003339,5.882683208163655,30.94253301292295
1.8,17.96290932409474,19.939768767227974,43.200087966366056,55.91959270635793,4.998653751649073,28.725480119780286
1.8333333333333333,17.517650665830217,14.740628121708028,44.74104679621968,57.91415644465329,4.48541324981943,26.26859167591664
1.8666666666666667,16.915982285015787,9.953714714347853,46.1564238574727,59.03957221308849,4.230738301085978,23.815144023355515
1.9,16.532972360031124,6.40328262342959,47.5484684704505,59.47632013274716,4.294007369052565,21.638168652096198
1.9333333333333333,16.33680066237943,5.58073526969207,48.84673895837366,59.87832639872313,4.489245129230483,20.215687912538925
1.9666666666666666,16.111653878021087,7.131694916243987,50.058960488650825,60.5432164896709,5.374268514342077,19.721313320281325
2.0,15.962421467711948,9.787462010921956,51.346154719417996,61.99682610852598,6.934874048659992,19.961185176731533
2.033333333333333,15.807500435986043,12.780843767338467,52.57643112338015,64.08283107623676,9.614544481436099,20.609722277809936
2.066666666666667,15.346873015927457,15.759564795713345,53.95919128135108,66.7539349917922,13.373601762034468,21.41488664751668
2.1,14.355886516718783,18.37595659647843,55.18966109980673,70.08901746810135,18.122875511282615,21.81965491271859
2.1333333333333333,13.62672217018914,20.126754947589575,56.59864343105744,73.67109111256664,23.80693499278169,21.837935527590133
2.1666666666666665,13.394081575064291,20.935911411971375,58.084263571437404,77.17452738386828,29.972522547755943,21.303383831804183
2.2,13.286640343570923,20.500685017762066,59.37655775488035,80.02240965408832,35.97758818530863,20.39212829359198
2.2333333333333334,13.851790678399652,18.91413791099305,60.752723081055564,81.93690648748374,41.161791752167346,19.363789523823954
2.2666666666666666,14.376289231823733,16.836466405249013,62.11348888489118,83.14164819010277,44.765377863175445,18.293507986506
2.3,14.670361645929916,14.26425995294187,63.47800922897102,83.81533232432857,46.39245396628206,17.292645676259127
2.3333333333333335,14.987723428923317,11.6417612529942,64.64958678085398,84.11236142736367,45.820736179286314,16.319897910720044
2.3666666666666667,15.393357714569277,8.865164160606753,65.78326004301904,84.08739845476936,43.26550488119662,15.141241960917057
2.4,15.51107838109212,6.225842417904602,66.73126831824743,83.86685695774203,39.217661964306984,13.967932052896174
2.433333333333333,15.5437446505872,3.9318593387931173,67.66126655440972,83.65333384396807,34.34272518308876,12.763808232281292
2.466666666666667,14.741179726422473,2.4052652425598637,68.38130697892576,83.1937439499477,29.231594120379867,11.78003555550427
2.5,13.115408177707508,1.97877627259399,69.08546223648364,82.65414258297729,24.65781623799137,11.062912146153081
2.533333333333333,11.736347575625729,3.4464853701990705,69.61195909861306,81.78862668593106,21.069116765545914,10.65422404839498
2.566666666666667,11.345663411339558,5.355175728887531,70.44697597711055,81.02906545663805,18.530164937655627,10.598658119725087
2.6,11.021531747913201,7.1759982328378555,71.35865741235696,80.3513773832577,16.94278703980379,10.823904781188304
2.6333333333333333,10.023903511828053,9.503622570273109,72.56582106442727,79.76222247543797,15.755556308031686,11.362456647306828
2.6666666666666665,8.778971397933645,11.01110697540571,73.77233036423583,79.56514443662022,14.573640528761473,12.228098170245516
2.7,8.071047468979486,12.221737760074944,74.99054917044076,79.55941305120001,13.554961342335474,13.39214773031216
2.7333333333333334,8.04926128806801,13.153634071819283,76.10682507537936,79.79157761447014,12.552386426545183,14.992948970858208
